Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Age of the establishment (years),Proportion of private domestic ownership in a firm (%),Proportion of private foreign ownership in a firm (%),Percent of firms with at least 10% of foreign ownership,Percent of firms with at least 10% of government/state ownership,Proportion of government/state ownership in a firm (%),Proportion of a firm held by the largest owner(s) (%),Percent of firms with legal status of Sole Proprietorship,Percent of firms with legal status of publicly listed company,Percent of firms with an internationally-recognized quality certification,Percent of firms with an annual financial statement reviewed by external auditors ,Percent of firms with legal status of privately held Limited Liability Company ,Percent of firms with legal status of Partnership,Percent of firms with legal status of Limited Partnership
Serbia,2009,Location,,East,Average,33.4,74.3,...,11.4,41.5,...,...,32.7,...,53.9,n.a.,...,...,...
Serbia,2009,Location,,South,Average,20.0,96.7,...,3.5,2.3,...,...,66.5,...,16.7,51.7,...,...,...
Serbia,2009,Location,,Vojvodina,Average,22.2,95.2,...,4.7,3.0,...,...,38.0,...,22.5,60.0,...,...,...
Serbia,2009,Location,,West,Average,22.4,95.3,...,0.6,2.6,...,...,58.6,...,40.0,70.5,...,...,...
Serbia,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,18.0,89.6,...,10.7,3.5,...,...,31.9,...,32.4,58.8,...,...,...
Serbia,2009,Exporter Type,,Non-exporter,Average,19.4,91.9,...,6.7,3.2,...,...,44.8,...,16.7,51.5,...,...,...
Serbia,2009,Gender of Top Manager,,Top manager is female,Average,18.4,96.1,...,3.8,1.3,...,...,27.2,...,18.0,65.2,...,...,...
Serbia,2009,Gender of Top Manager,,Top manager is male,Average,19.2,91.2,...,7.8,3.7,...,...,43.6,...,22.6,51.2,...,...,...
Serbia,2009,Ownership Type,,Domestic,Average,18.4,97.9,...,0.0,3.1,...,...,43.2,...,21.2,52.1,...,...,...
Serbia,2009,Ownership Type,,10% or more foreign ownership,Average,25.0,13.6,...,100.0,4.9,...,...,10.4,...,29.7,73.4,...,...,...
Serbia,2013,,,,Average,14.5,94.6,...,5.9,1.1,...,...,0.0,...,32.5,32.8,...,...,...
Serbia,2013,Sector,Manufacturing,All,Average,17.8,89.5,...,12.8,0.2,...,...,0.0,...,38.9,50.4,...,...,...
Serbia,2013,Sector,Manufacturing,Manufacturing,Average,17.8,89.5,...,12.8,0.2,...,...,0.0,...,38.9,50.4,...,...,...
Serbia,2013,Sector,Services,All,Average,12.9,97.2,...,2.5,1.5,...,...,0.0,...,29.3,24.0,...,...,...
Serbia,2013,Sector,Services,Retail,Average,13.9,95.5,...,4.0,0.3,...,...,0.0,...,11.2,37.4,...,...,...
Serbia,2013,Sector,Services,Other Services,Average,12.7,97.5,...,2.2,1.7,...,...,0.0,...,32.8,21.6,...,...,...
Serbia,2013,Size,,Small (5-19),Average,12.8,96.4,...,4.6,0.0,...,...,0.0,...,25.5,23.5,...,...,...
Serbia,2013,Size,,Medium (20-99),Average,16.8,93.8,...,5.3,3.0,...,...,0.0,...,45.4,51.7,...,...,...
Serbia,2013,Size,,Large (100+),Average,33.1,68.1,...,32.9,9.0,...,...,0.0,...,77.6,87.3,...,...,...
Serbia,2013,Location,,Belgrade,Average,12.0,95.2,...,4.8,0.0,...,...,0.0,...,42.7,22.6,...,...,...
Serbia,2013,Location,,Southern And Eastern Serbia,Average,17.0,92.7,...,8.5,4.7,...,...,0.0,...,20.7,56.1,...,...,...
Serbia,2013,Location,,ŠUmadija And Western Serbia,Average,15.3,97.2,...,2.8,0.2,...,...,0.0,...,40.8,48.5,...,...,...
Serbia,2013,Location,,Vojvodina,Average,15.3,94.3,...,6.7,0.0,...,...,0.0,...,23.4,21.0,...,...,...
Serbia,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,12.6,90.8,...,9.3,0.1,...,...,0.0,...,40.9,31.9,...,...,...
Serbia,2013,Exporter Type,,Non-exporter,Average,15.3,96.3,...,4.4,1.5,...,...,0.0,...,28.5,33.1,...,...,...
Serbia,2013,Gender of Top Manager,,Top manager is female,Average,14.1,92.4,...,7.7,2.6,...,...,0.0,...,31.1,47.3,...,...,...
Serbia,2013,Gender of Top Manager,,Top manager is male,Average,14.6,95.0,...,5.6,0.8,...,...,0.0,...,32.6,30.3,...,...,...
Serbia,2013,Ownership Type,,Domestic,Average,14.8,99.7,...,0.0,0.8,...,...,0.0,...,31.3,30.0,...,...,...
Serbia,2013,Ownership Type,,10% or more foreign ownership,Average,9.2,14.1,...,100.0,5.8,...,...,0.0,...,49.8,80.0,...,...,...
South Sudan,2014,,,,Average,4.2,66.6,...,42.7,0.3,...,...,37.7,...,2.6,31.2,...,...,...
South Sudan,2014,Sector,Manufacturing,All,Average,3.7,57.0,...,59.9,0.0,...,...,25.2,...,5.2,37.5,...,...,...
South Sudan,2014,Sector,Manufacturing,Manufacturing,Average,3.7,57.0,...,59.9,0.0,...,...,25.2,...,5.2,37.5,...,...,...
South Sudan,2014,Sector,Services,All,Average,4.3,67.5,...,41.1,0.4,...,...,38.8,...,2.4,30.7,...,...,...
South Sudan,2014,Sector,Services,Retail,Average,4.3,71.8,...,34.3,0.0,...,...,48.2,...,0.4,25.5,...,...,...
South Sudan,2014,Sector,Services,Other Services,Average,4.3,64.4,...,46.1,0.6,...,...,32.1,...,3.8,34.4,...,...,...
South Sudan,2014,Size,,Small (5-19),Average,4.1,70.4,...,37.2,0.4,...,...,41.8,...,1.8,26.8,...,...,...
South Sudan,2014,Size,,Medium (20-99),Average,5.0,43.1,...,77.8,0.0,...,...,13.0,...,7.7,57.0,...,...,...
South Sudan,2014,Size,,Large (100+),Average,6.1,37.3,...,81.9,0.0,...,...,6.0,...,6.8,82.1,...,...,...
South Sudan,2014,Location,,Juba,Average,4.1,60.6,...,51.2,0.5,...,...,31.0,...,3.4,36.5,...,...,...
South Sudan,2014,Location,,Nimule,Average,3.8,89.8,...,14.5,0.0,...,...,32.9,...,0.0,22.5,...,...,...
South Sudan,2014,Location,,Torit,Average,5.1,81.6,...,31.5,0.0,...,...,55.0,...,2.3,33.8,...,...,...
South Sudan,2014,Location,,Yei,Average,5.0,75.5,...,26.1,0.0,...,...,64.7,...,1.0,14.0,...,...,...
South Sudan,2014,Exporter Type,,Direct exports are 10% or more of sales,Average,3.6,66.2,...,46.5,0.0,...,...,19.0,...,9.8,58.2,...,...,...
South Sudan,2014,Exporter Type,,Non-exporter,Average,4.3,66.8,...,42.2,0.2,...,...,38.6,...,2.4,30.2,...,...,...
South Sudan,2014,Gender of Top Manager,,Top manager is female,Average,4.8,65.0,...,46.5,0.0,...,...,41.1,...,5.9,30.2,...,...,...
South Sudan,2014,Gender of Top Manager,,Top manager is male,Average,4.2,66.8,...,42.3,0.4,...,...,37.4,...,2.3,31.3,...,...,...
South Sudan,2014,Ownership Type,,Domestic,Average,4.3,98.2,...,0.0,0.0,...,...,52.4,...,1.0,25.8,...,...,...
South Sudan,2014,Ownership Type,,10% or more foreign ownership,Average,4.1,24.8,...,100.0,0.8,...,...,18.8,...,4.8,38.6,...,...,...
Suriname,2010,,,,Average,21.3,96.3,...,6.0,0.0,...,...,49.6,...,16.9,48.7,...,...,...
Suriname,2010,Sector,Manufacturing,All,Average,20.5,97.7,...,4.3,0.0,...,...,50.7,...,11.2,43.3,...,...,...
Suriname,2010,Sector,Manufacturing,Manufacturing,Average,20.5,97.7,...,4.3,0.0,...,...,50.7,...,11.2,43.3,...,...,...
Suriname,2010,Sector,Services,All,Average,22.0,95.0,...,7.5,0.0,...,...,48.6,...,22.2,53.8,...,...,...
Suriname,2010,Sector,Services,Services,Average,22.0,95.0,...,7.5,0.0,...,...,48.6,...,22.2,53.8,...,...,...
Suriname,2010,Size,,Medium (20-99),Average,24.0,96.6,...,5.5,0.0,...,...,32.4,...,22.2,69.9,...,...,...
Suriname,2010,Size,,Small (5-19),Average,17.3,95.7,...,7.0,0.0,...,...,65.4,...,3.2,25.7,...,...,...
Suriname,2010,Size,,Large (100+),Average,37.8,100.0,...,0.0,0.0,...,...,45.7,...,100.0,88.6,...,...,...
Suriname,2010,Location,,Entire Country,Average,21.3,96.3,...,6.0,0.0,...,...,49.6,...,16.9,48.7,...,...,...
Suriname,2010,Exporter Type,,Direct exports are 10% or more of sales,Average,20.3,91.5,...,9.8,0.0,...,...,42.8,...,29.5,71.0,...,...,...
Suriname,2010,Exporter Type,,Non-exporter,Average,21.4,97.0,...,5.4,0.0,...,...,50.5,...,15.2,45.8,...,...,...
Suriname,2010,Gender of Top Manager,,Top manager is female,Average,17.3,89.2,...,13.6,0.0,...,...,57.1,...,13.6,55.8,...,...,...
Suriname,2010,Gender of Top Manager,,Top manager is male,Average,22.0,97.6,...,4.6,0.0,...,...,48.3,...,17.4,47.5,...,...,...
Suriname,2010,Ownership Type,,Domestic,Average,21.6,100.0,...,0.0,0.0,...,...,52.8,...,16.6,48.2,...,...,...
Suriname,2010,Ownership Type,,10% or more foreign ownership,Average,16.6,38.2,...,100.0,0.0,...,...,0.0,...,20.5,57.4,...,...,...
Slovak Republic,2009,,,,Average,13.1,91.6,...,8.7,1.6,...,...,17.5,...,28.6,37.6,...,...,...
Slovak Republic,2009,Sector,Manufacturing,All,Average,14.3,91.2,...,10.9,2.0,...,...,14.4,...,31.4,45.3,...,...,...
Slovak Republic,2009,Sector,Manufacturing,Manufacturing,Average,14.3,91.2,...,10.9,2.0,...,...,14.4,...,31.4,45.3,...,...,...
Slovak Republic,2009,Sector,Services,All,Average,12.2,91.9,...,6.9,1.2,...,...,20.0,...,26.2,31.6,...,...,...
Slovak Republic,2009,Sector,Services,Retail,Average,13.0,95.1,...,4.7,0.3,...,...,45.9,...,16.4,13.6,...,...,...
Slovak Republic,2009,Sector,Services,Other Services,Average,12.1,91.4,...,7.3,1.3,...,...,15.9,...,27.6,34.5,...,...,...
Slovak Republic,2009,Size,,Medium (20-99),Average,12.4,86.1,...,16.2,2.1,...,...,7.2,...,48.7,65.0,...,...,...
Slovak Republic,2009,Size,,Small (5-19),Average,13.1,95.2,...,4.9,1.3,...,...,22.9,...,17.4,22.8,...,...,...
Slovak Republic,2009,Size,,Large (100+),Average,18.8,71.6,...,20.1,1.9,...,...,0.1,...,76.2,90.2,...,...,...
Slovak Republic,2009,Location,,Bratislava,Average,13.4,94.9,...,5.1,0.0,...,...,14.7,...,33.6,23.9,...,...,...
Slovak Republic,2009,Location,,Stredne Slovensko,Average,13.2,84.0,...,17.4,0.1,...,...,26.0,...,33.0,27.7,...,...,...
Slovak Republic,2009,Location,,Vychodne Slovensko,Average,11.9,93.4,...,6.1,4.0,...,...,6.8,...,13.3,44.0,...,...,...
Slovak Republic,2009,Location,,Zapadne Slovensko,Average,13.7,93.5,...,6.7,1.7,...,...,20.3,...,33.2,46.2,...,...,...
Slovak Republic,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,13.5,84.5,...,21.1,0.1,...,...,6.5,...,58.1,41.5,...,...,...
Slovak Republic,2009,Exporter Type,,Non-exporter,Average,12.8,93.4,...,5.6,2.0,...,...,20.6,...,20.8,36.2,...,...,...
Slovak Republic,2009,Gender of Top Manager,,Top manager is female,Average,11.3,79.9,...,16.3,3.2,...,...,15.8,...,40.6,48.7,...,...,...
Slovak Republic,2009,Gender of Top Manager,,Top manager is male,Average,13.6,94.5,...,6.8,1.2,...,...,18.0,...,25.5,34.8,...,...,...
Slovak Republic,2009,Ownership Type,,Domestic,Average,13.3,98.3,...,0.0,0.7,...,...,19.2,...,24.3,35.6,...,...,...
Slovak Republic,2009,Ownership Type,,10% or more foreign ownership,Average,11.6,21.6,...,100.0,10.7,...,...,0.2,...,73.3,56.0,...,...,...
Slovak Republic,2013,,,,Average,16.0,87.8,...,14.4,0.0,...,...,15.5,...,42.9,46.0,...,...,...
Slovak Republic,2013,Sector,Manufacturing,All,Average,17.0,82.9,...,19.0,0.0,...,...,9.2,...,51.7,55.2,...,...,...
Slovak Republic,2013,Sector,Manufacturing,Manufacturing,Average,17.0,82.9,...,19.0,0.0,...,...,9.2,...,51.7,55.2,...,...,...
Slovak Republic,2013,Sector,Services,All,Average,15.5,90.5,...,12.0,0.0,...,...,18.7,...,38.1,41.1,...,...,...
Slovak Republic,2013,Sector,Services,Retail,Average,14.7,94.8,...,4.6,0.0,...,...,28.8,...,36.4,35.3,...,...,...
Slovak Republic,2013,Sector,Services,Other Services,Average,15.7,89.3,...,14.0,0.0,...,...,16.0,...,38.6,42.6,...,...,...
Slovak Republic,2013,Size,,Small (5-19),Average,15.4,94.7,...,7.5,0.0,...,...,22.7,...,32.6,34.9,...,...,...
Slovak Republic,2013,Size,,Medium (20-99),Average,16.6,79.3,...,23.2,0.0,...,...,6.5,...,55.3,52.2,...,...,...
Slovak Republic,2013,Size,,Large (100+),Average,18.4,75.9,...,25.8,0.0,...,...,2.8,...,61.0,89.7,...,...,...
Slovak Republic,2013,Location,,Bratislavsky Kraj,Average,15.4,78.8,...,24.8,0.0,...,...,10.3,...,56.4,49.1,...,...,...
Slovak Republic,2013,Location,,Stredne Slovensko,Average,16.5,93.5,...,11.0,0.0,...,...,17.6,...,34.7,56.2,...,...,...
Slovak Republic,2013,Location,,Vychodne Slovensko,Average,15.5,91.1,...,6.5,0.0,...,...,14.0,...,39.1,36.5,...,...,...
Slovak Republic,2013,Location,,Zapadne Slovensko,Average,16.4,89.6,...,12.7,0.0,...,...,18.9,...,39.2,42.7,...,...,...
Slovak Republic,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,16.5,87.0,...,15.6,0.0,...,...,10.8,...,44.8,70.8,...,...,...
Slovak Republic,2013,Exporter Type,,Non-exporter,Average,15.8,88.0,...,14.1,0.0,...,...,16.2,...,41.7,38.4,...,...,...
Slovak Republic,2013,Gender of Top Manager,,Top manager is female,Average,15.1,89.9,...,11.3,0.0,...,...,21.0,...,29.1,43.8,...,...,...
Slovak Republic,2013,Gender of Top Manager,,Top manager is male,Average,16.1,87.5,...,14.9,0.0,...,...,14.5,...,45.0,46.4,...,...,...
Slovak Republic,2013,Ownership Type,,Domestic,Average,15.9,99.4,...,0.0,0.0,...,...,18.1,...,40.9,43.8,...,...,...
Slovak Republic,2013,Ownership Type,,10% or more foreign ownership,Average,16.2,18.9,...,100.0,0.0,...,...,2.0,...,55.0,59.3,...,...,...
Slovenia,2009,,,,Average,17.9,89.0,...,10.2,1.1,...,...,10.8,...,28.0,25.9,...,...,...
Slovenia,2009,Sector,Manufacturing,All,Average,19.7,93.3,...,7.7,2.4,...,...,0.8,...,38.9,28.8,...,...,...
Slovenia,2009,Sector,Manufacturing,Manufacturing,Average,19.7,93.3,...,7.7,2.4,...,...,0.8,...,38.9,28.8,...,...,...
Slovenia,2009,Sector,Services,All,Average,17.0,86.7,...,11.4,0.4,...,...,16.1,...,22.4,24.3,...,...,...
Slovenia,2009,Sector,Services,Retail,Average,16.0,85.4,...,17.3,0.8,...,...,1.5,...,17.3,28.6,...,...,...
Slovenia,2009,Sector,Services,Other Services,Average,17.1,86.9,...,10.8,0.4,...,...,17.5,...,22.9,23.9,...,...,...
Slovenia,2009,Size,,Small (5-19),Average,14.6,89.7,...,8.1,0.1,...,...,16.5,...,11.2,9.9,...,...,...
Slovenia,2009,Size,,Large (100+),Average,37.0,75.2,...,22.6,8.5,...,...,0.0,...,80.6,100.0,...,...,...
Slovenia,2009,Size,,Medium (20-99),Average,19.4,92.0,...,10.8,1.0,...,...,1.0,...,49.5,38.2,...,...,...
Slovenia,2009,Location,,Vzhodna Slovenija,Average,18.7,94.9,...,5.2,1.9,...,...,10.9,...,30.3,31.4,...,...,...
Slovenia,2009,Location,,Zahodna Slovenija,Average,17.4,84.7,...,13.7,0.5,...,...,10.8,...,26.3,21.9,...,...,...
Slovenia,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,22.0,89.5,...,11.2,2.5,...,...,7.6,...,45.7,31.4,...,...,...
Slovenia,2009,Exporter Type,,Non-exporter,Average,15.8,88.7,...,9.6,0.3,...,...,12.5,...,18.7,22.9,...,...,...
Slovenia,2009,Gender of Top Manager,,Top manager is female,Average,20.6,85.4,...,15.1,0.5,...,...,7.1,...,26.2,23.0,...,...,...
Slovenia,2009,Gender of Top Manager,,Top manager is male,Average,17.4,89.7,...,9.2,1.2,...,...,11.5,...,28.3,26.4,...,...,...
Slovenia,2009,Ownership Type,,Domestic,Average,18.0,97.6,...,0.0,1.0,...,...,12.0,...,23.7,20.5,...,...,...
Slovenia,2009,Ownership Type,,10% or more foreign ownership,Average,17.1,13.1,...,100.0,1.6,...,...,0.0,...,65.7,73.7,...,...,...
Slovenia,2013,,,,Average,19.5,89.5,...,12.0,0.1,...,...,21.6,...,22.5,14.7,...,...,...
Slovenia,2013,Sector,Manufacturing,All,Average,21.4,87.8,...,14.1,0.1,...,...,16.9,...,33.6,19.9,...,...,...
Slovenia,2013,Sector,Manufacturing,Manufacturing,Average,21.4,87.8,...,14.1,0.1,...,...,16.9,...,33.6,19.9,...,...,...
Slovenia,2013,Sector,Services,All,Average,18.9,90.1,...,11.3,0.1,...,...,23.3,...,18.5,12.8,...,...,...
Slovenia,2013,Sector,Services,Retail,Average,20.0,92.9,...,7.6,0.0,...,...,6.2,...,12.8,12.0,...,...,...
Slovenia,2013,Sector,Services,Other Services,Average,18.7,89.8,...,11.8,0.2,...,...,25.4,...,19.2,12.9,...,...,...
Slovenia,2013,Size,,Small (5-19),Average,18.8,92.7,...,10.3,0.0,...,...,23.7,...,18.8,7.6,...,...,...
Slovenia,2013,Size,,Medium (20-99),Average,20.3,79.5,...,18.1,0.3,...,...,14.3,...,37.4,37.6,...,...,...
Slovenia,2013,Size,,Large (100+),Average,45.3,45.0,...,27.1,4.3,...,...,0.0,...,39.4,95.7,...,...,...
Slovenia,2013,Location,,East Slovenia,Average,18.4,92.2,...,9.1,0.2,...,...,35.9,...,21.2,16.8,...,...,...
Slovenia,2013,Location,,West Slovenia,Average,20.5,87.3,...,14.5,0.1,...,...,9.6,...,23.5,12.8,...,...,...
Slovenia,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,19.3,86.6,...,19.8,0.3,...,...,17.3,...,26.8,15.4,...,...,...
Slovenia,2013,Exporter Type,,Non-exporter,Average,19.6,91.2,...,7.3,0.0,...,...,24.6,...,20.0,14.3,...,...,...
Slovenia,2013,Gender of Top Manager,,Top manager is female,Average,21.4,96.9,...,9.6,0.0,...,...,20.4,...,16.9,1.5,...,...,...
Slovenia,2013,Gender of Top Manager,,Top manager is male,Average,19.1,87.8,...,12.6,0.2,...,...,21.9,...,23.7,17.8,...,...,...
Slovenia,2013,Ownership Type,,Domestic,Average,20.5,98.6,...,0.0,0.1,...,...,24.6,...,19.0,10.2,...,...,...
Slovenia,2013,Ownership Type,,10% or more foreign ownership,Average,13.0,23.5,...,100.0,0.0,...,...,0.0,...,49.7,52.0,...,...,...
Sweden,2014,,,,Average,28.3,73.3,...,26.9,0.0,...,...,1.1,...,39.1,96.1,...,...,...
Sweden,2014,Sector,Manufacturing,All,Average,38.5,85.5,...,16.0,0.3,...,...,0.9,...,53.5,96.0,...,...,...
Sweden,2014,Sector,Manufacturing,Fabricated Metal Products,Average,34.6,90.8,...,10.4,0.0,...,...,3.5,...,49.7,95.5,...,...,...
Sweden,2014,Sector,Manufacturing,Machinery & Equipment,Average,30.7,91.1,...,10.2,0.4,...,...,0.0,...,42.8,99.9,...,...,...
Sweden,2014,Sector,Manufacturing,Other Manufacturing,Average,43.5,80.8,...,21.0,0.4,...,...,0.2,...,60.0,94.5,...,...,...
Sweden,2014,Sector,Services,All,Average,26.4,71.0,...,29.0,0.0,...,...,1.1,...,36.5,96.1,...,...,...
Sweden,2014,Sector,Services,Services of Motor Vehicles,Average,31.7,72.0,...,32.5,0.0,...,...,0.8,...,44.4,99.6,...,...,...
Sweden,2014,Sector,Services,Retail,Average,28.2,76.4,...,21.7,0.0,...,...,0.8,...,28.9,94.8,...,...,...
Sweden,2014,Sector,Services,Other Services,Average,24.2,65.7,...,35.4,0.0,...,...,1.5,...,41.8,96.9,...,...,...
Sweden,2014,Size,,Medium (20-99),Average,29.0,68.8,...,31.1,0.0,...,...,0.1,...,45.0,96.4,...,...,...
Sweden,2014,Size,,Small (5-19),Average,26.8,79.1,...,21.2,0.0,...,...,2.1,...,29.5,95.3,...,...,...
Sweden,2014,Size,,Large (100+),Average,34.0,62.7,...,38.7,0.6,...,...,0.6,...,67.5,99.4,...,...,...
Sweden,2014,Location,,"BoråS, GöTeborg, JöNköPing, TrollhäTtan",Average,31.2,83.3,...,16.4,0.1,...,...,0.2,...,36.0,97.9,...,...,...
Sweden,2014,Location,,"LinköPing, ÖRebro, Karlstad, VäSteråS",Average,22.6,84.5,...,14.0,0.0,...,...,6.2,...,47.7,90.4,...,...,...
Sweden,2014,Location,,Malmö-Lund,Average,26.5,80.1,...,19.7,0.0,...,...,0.0,...,39.1,90.4,...,...,...
Sweden,2014,Location,,Stockholm-Solna,Average,29.2,58.7,...,42.9,0.0,...,...,0.3,...,38.1,99.5,...,...,...
Sweden,2014,Exporter Type,,Direct exports are 10% or more of sales,Average,33.2,64.2,...,36.9,0.3,...,...,0.1,...,39.8,99.9,...,...,...
Sweden,2014,Exporter Type,,Non-exporter,Average,27.3,75.2,...,24.9,0.0,...,...,1.3,...,39.0,95.4,...,...,...
Sweden,2014,Gender of Top Manager,,Top manager is female,Average,35.8,71.1,...,26.1,0.0,...,...,2.4,...,33.5,92.0,...,...,...
Sweden,2014,Gender of Top Manager,,Top manager is male,Average,27.2,73.6,...,27.0,0.1,...,...,0.9,...,39.8,96.7,...,...,...
Sweden,2014,Ownership Type,,Domestic,Average,27.9,98.6,...,0.0,0.0,...,...,1.5,...,33.5,97.9,...,...,...
Sweden,2014,Ownership Type,,10% or more foreign ownership,Average,30.7,4.7,...,100.0,0.2,...,...,0.2,...,48.5,92.5,...,...,...
Swaziland,2006,,,,Average,9.9,63.8,...,37.1,1.3,...,...,35.9,...,22.1,71.8,...,...,...
Swaziland,2006,Sector,Manufacturing,All,Average,12.1,64.4,...,37.8,3.6,...,...,21.4,...,27.1,87.0,...,...,...
Swaziland,2006,Sector,Manufacturing,Food,Average,14.3,55.4,...,51.0,14.3,...,...,22.9,...,16.7,85.7,...,...,...
Swaziland,2006,Sector,Manufacturing,Garments,Average,6.2,39.7,...,60.4,0.0,...,...,20.3,...,47.4,87.0,...,...,...
Swaziland,2006,Sector,Manufacturing,Other Manufacturing,Average,12.8,75.7,...,25.4,0.0,...,...,21.0,...,25.5,87.5,...,...,...
Swaziland,2006,Sector,Services,All,Average,9.5,63.7,...,36.9,0.9,...,...,38.7,...,21.1,68.9,...,...,...
Swaziland,2006,Sector,Services,Retail,Average,9.3,56.7,...,43.8,0.9,...,...,32.9,...,26.0,73.9,...,...,...
Swaziland,2006,Sector,Services,Other Services,Average,9.7,73.6,...,27.2,0.9,...,...,46.9,...,14.2,61.7,...,...,...
Swaziland,2006,Size,,Small (5-19),Average,8.5,66.9,...,33.4,0.6,...,...,41.1,...,18.1,63.7,...,...,...
Swaziland,2006,Size,,Medium (20-99),Average,12.7,51.8,...,48.7,3.0,...,...,26.0,...,25.8,92.1,...,...,...
Swaziland,2006,Size,,Large (100+),Average,16.2,62.2,...,43.6,4.1,...,...,12.0,...,49.0,97.8,...,...,...
Swaziland,2006,Location,,Manzini,Average,8.9,62.5,...,39.4,0.8,...,...,55.2,...,14.5,55.9,...,...,...
Swaziland,2006,Location,,Matsapha,Average,9.5,61.6,...,37.4,2.6,...,...,31.2,...,26.6,78.3,...,...,...
Swaziland,2006,Location,,Mbabane,Average,12.5,69.8,...,32.1,0.0,...,...,8.0,...,28.9,90.5,...,...,...
Swaziland,2006,Exporter Type,,Direct exports are 10% or more of sales,Average,14.2,49.8,...,56.8,3.8,...,...,17.5,...,44.7,96.6,...,...,...
Swaziland,2006,Exporter Type,,Non-exporter,Average,9.5,65.2,...,35.1,1.1,...,...,37.8,...,19.8,69.3,...,...,...
Swaziland,2006,Ownership Type,,Domestic,Average,9.2,98.3,...,0.0,1.5,...,...,46.5,...,14.9,63.1,...,...,...
Swaziland,2006,Ownership Type,,10% or more foreign ownership,Average,11.0,5.2,...,100.0,0.9,...,...,18.0,...,34.3,86.5,...,...,...
Swaziland,2016,,,,Average,18.4,81.3,...,19.8,1.1,...,...,32.9,...,15.9,80.8,...,...,...
Swaziland,2016,Sector,Manufacturing,All,Average,18.0,76.8,...,24.0,1.3,...,...,32.5,...,21.5,75.6,...,...,...
Swaziland,2016,Sector,Manufacturing,Manufacturing,Average,18.0,76.8,...,24.0,1.3,...,...,32.5,...,21.5,75.6,...,...,...
Swaziland,2016,Sector,Services,All,Average,18.5,82.3,...,18.9,1.1,...,...,33.0,...,14.8,81.9,...,...,...
Swaziland,2016,Sector,Services,Services,Average,18.5,82.3,...,18.9,1.1,...,...,33.0,...,14.8,81.9,...,...,...
Swaziland,2016,Size,,Small (5-19),Average,14.7,86.5,...,14.3,0.0,...,...,38.6,...,9.3,74.0,...,...,...
Swaziland,2016,Size,,Medium (20-99),Average,24.0,70.7,...,32.2,3.7,...,...,26.2,...,16.2,90.3,...,...,...
Swaziland,2016,Size,,Large (100+),Average,24.4,75.3,...,20.1,0.0,...,...,15.5,...,67.9,96.0,...,...,...
Swaziland,2016,Location,,Swaziland,Average,18.4,81.3,...,19.8,1.1,...,...,32.9,...,15.9,80.8,...,...,...
Swaziland,2016,Exporter Type,,Direct exports are 10% or more of sales,Average,18.1,80.1,...,32.5,0.0,...,...,31.3,...,50.6,78.1,...,...,...
Swaziland,2016,Exporter Type,,Non-exporter,Average,18.2,80.6,...,18.9,1.3,...,...,31.3,...,11.9,82.3,...,...,...
Swaziland,2016,Gender of Top Manager,,Top manager is female,Average,19.8,80.9,...,0.6,0.0,...,...,45.1,...,12.8,80.2,...,...,...
Swaziland,2016,Gender of Top Manager,,Top manager is male,Average,17.9,81.4,...,26.5,1.5,...,...,28.3,...,17.2,81.0,...,...,...
Swaziland,2016,Ownership Type,,Domestic,Average,17.2,88.2,...,0.0,1.4,...,...,49.5,...,17.6,84.5,...,...,...
Swaziland,2016,Ownership Type,,10% or more foreign ownership,Average,17.9,53.4,...,100.0,0.0,...,...,0.0,...,4.0,61.6,...,...,...
Chad,2009,,,,Average,14.7,79.4,...,26.6,1.5,...,...,56.5,...,43.3,59.5,...,...,...
Chad,2009,Sector,Manufacturing,All,Average,16.9,70.4,...,35.0,1.8,...,...,60.0,...,45.2,47.3,...,...,...
Chad,2009,Sector,Manufacturing,Manufacturing,Average,16.9,70.4,...,35.0,1.8,...,...,60.0,...,45.2,47.3,...,...,...
Chad,2009,Sector,Services,All,Average,14.3,81.2,...,24.9,1.4,...,...,55.8,...,42.9,62.0,...,...,...
Chad,2009,Sector,Services,Services,Average,14.3,81.2,...,24.9,1.4,...,...,55.8,...,42.9,62.0,...,...,...
Chad,2009,Size,,Small (5-19),Average,12.9,87.4,...,18.3,0.9,...,...,66.5,...,34.7,53.4,...,...,...
Chad,2009,Size,,Medium (20-99),Average,17.5,67.3,...,38.8,0.9,...,...,47.5,...,58.9,61.2,...,...,...
