Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Percent of firms with female participation in ownership,Percent of firms with majority female ownership,Percent of firms with a female top manager,Proportion of permanent full-time workers that are female (%),Proportion of permanent full-time production workers that are female (%)*,Proportion of permanent full-time non-production workers that are female (%)*
Sweden,2014,Location,,"LinköPing, ÖRebro, Karlstad, VäSteråS",Average,40.6,11.2,13.5,29.4,25.4,34.1
Sweden,2014,Location,,Malmö-Lund,Average,48.1,1.3,13.6,26.3,8.0,33.9
Sweden,2014,Location,,Stockholm-Solna,Average,58.2,16.4,14.4,41.2,13.3,38.9
Sweden,2014,Exporter Type,,Direct exports are 10% or more of sales,Average,41.0,1.1,2.6,31.6,16.3,41.8
Sweden,2014,Exporter Type,,Non-exporter,Average,54.6,11.0,14.4,35.0,12.2,33.7
Sweden,2014,Gender of Top Manager,,Top manager is female,Average,81.3,20.9,100.0,61.0,12.4,57.2
Sweden,2014,Gender of Top Manager,,Top manager is male,Average,48.4,7.8,0.0,30.8,14.3,34.5
Sweden,2014,Ownership Type,,Domestic,Average,48.3,9.0,11.7,32.4,13.5,38.9
Sweden,2014,Ownership Type,,10% or more foreign ownership,Average,62.1,11.2,11.2,38.5,17.3,29.6
Swaziland,2006,,,,Average,28.6,...,...,42.5,42.6,42.6
Swaziland,2006,Sector,Manufacturing,All,Average,19.2,...,...,42.5,42.6,42.6
Swaziland,2006,Sector,Manufacturing,Food,Average,11.1,...,...,37.0,37.8,32.9
Swaziland,2006,Sector,Manufacturing,Garments,Average,13.0,...,...,72.5,75.6,43.0
Swaziland,2006,Sector,Manufacturing,Other Manufacturing,Average,24.5,...,...,38.1,34.5,46.9
Swaziland,2006,Sector,Services,All,Average,30.4,...,...,...,...,...
Swaziland,2006,Sector,Services,Retail,Average,28.9,...,...,...,...,...
Swaziland,2006,Sector,Services,Other Services,Average,32.4,...,...,...,...,...
Swaziland,2006,Size,,Small (5-19),Average,31.2,...,...,32.8,26.1,49.2
Swaziland,2006,Size,,Medium (20-99),Average,21.7,...,...,44.1,42.6,42.2
Swaziland,2006,Size,,Large (100+),Average,19.9,...,...,50.8,56.0,37.5
Swaziland,2006,Location,,Manzini,Average,32.4,...,...,n.a.,n.a.,n.a.
Swaziland,2006,Location,,Matsapha,Average,20.5,...,...,43.7,44.6,42.7
Swaziland,2006,Location,,Mbabane,Average,34.9,...,...,38.5,33.3,41.1
Swaziland,2006,Exporter Type,,Direct exports are 10% or more of sales,Average,32.1,...,...,52.5,51.3,44.5
Swaziland,2006,Exporter Type,,Non-exporter,Average,28.2,...,...,38.1,37.9,41.6
Swaziland,2006,Ownership Type,,Domestic,Average,25.2,...,...,41.8,41.3,43.9
Swaziland,2006,Ownership Type,,10% or more foreign ownership,Average,34.4,...,...,43.6,44.6,40.5
Swaziland,2016,,,,Average,36.0,16.9,27.4,40.5,38.1,31.1
Swaziland,2016,Sector,Manufacturing,All,Average,44.5,23.2,26.9,34.7,38.1,31.1
Swaziland,2016,Sector,Manufacturing,Manufacturing,Average,44.5,23.2,26.9,34.7,38.1,31.1
Swaziland,2016,Sector,Services,All,Average,34.2,15.6,27.5,41.7,...,...
Swaziland,2016,Sector,Services,Services,Average,34.2,15.6,27.5,41.7,...,...
Swaziland,2016,Size,,Small (5-19),Average,30.6,21.4,31.3,42.6,47.1,32.1
Swaziland,2016,Size,,Medium (20-99),Average,47.7,9.8,23.0,40.2,38.2,25.6
Swaziland,2016,Size,,Large (100+),Average,31.4,8.2,14.6,24.7,23.1,41.9
Swaziland,2016,Location,,Swaziland,Average,36.0,16.9,27.4,40.5,38.1,31.1
Swaziland,2016,Exporter Type,,Direct exports are 10% or more of sales,Average,26.3,11.7,16.8,26.3,25.3,47.0
Swaziland,2016,Exporter Type,,Non-exporter,Average,37.7,18.4,29.0,43.2,43.5,24.9
Swaziland,2016,Gender of Top Manager,,Top manager is female,Average,84.2,53.0,100.0,62.3,46.5,38.8
Swaziland,2016,Gender of Top Manager,,Top manager is male,Average,19.0,3.9,0.0,32.3,34.8,28.0
Swaziland,2016,Ownership Type,,Domestic,Average,36.0,23.2,31.9,40.3,34.2,36.6
Swaziland,2016,Ownership Type,,10% or more foreign ownership,Average,30.8,0.0,0.8,31.9,49.2,11.9
Chad,2009,,,,Average,40.1,0.7,6.8,11.4,...,...
Chad,2009,Sector,Manufacturing,All,Average,7.5,4.1,8.1,9.3,...,...
Chad,2009,Sector,Manufacturing,Manufacturing,Average,7.5,4.1,8.1,9.3,...,...
Chad,2009,Sector,Services,All,Average,46.5,0.0,6.5,11.8,...,...
Chad,2009,Sector,Services,Services,Average,46.5,0.0,6.5,11.8,...,...
Chad,2009,Size,,Small (5-19),Average,43.9,1.2,6.6,11.0,...,...
Chad,2009,Size,,Medium (20-99),Average,40.4,0.0,7.3,13.6,...,...
Chad,2009,Size,,Large (100+),Average,26.1,0.0,6.6,5.0,...,...
Chad,2009,Location,,N'Djamena,Average,40.1,0.7,6.8,11.4,...,...
Chad,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,n.a.,2.7,31.1,38.2,...,...
Chad,2009,Exporter Type,,Non-exporter,Average,23.0,0.5,4.5,9.5,...,...
Chad,2009,Gender of Top Manager,,Top manager is female,Average,n.a.,10.1,100.0,29.3,...,...
Chad,2009,Gender of Top Manager,,Top manager is male,Average,17.8,0.0,0.0,10.0,...,...
Chad,2009,Ownership Type,,Domestic,Average,34.3,0.9,4.9,11.2,...,...
Chad,2009,Ownership Type,,10% or more foreign ownership,Average,53.8,0.0,12.1,12.1,...,...
Togo,2009,,,,Average,31.8,8.2,15.1,25.0,...,...
Togo,2009,Sector,Manufacturing,All,Average,58.1,1.1,19.6,22.8,...,...
Togo,2009,Sector,Manufacturing,Manufacturing,Average,58.1,1.1,19.6,22.8,...,...
Togo,2009,Sector,Services,All,Average,28.7,9.4,14.3,25.4,...,...
Togo,2009,Sector,Services,Services,Average,28.7,9.4,14.3,25.4,...,...
Togo,2009,Size,,Small (5-19),Average,34.9,8.9,16.8,25.9,...,...
Togo,2009,Size,,Medium (20-99),Average,14.8,4.2,5.5,18.9,...,...
Togo,2009,Size,,Large (100+),Average,n.a.,0.0,6.0,23.1,...,...
Togo,2009,Location,,Lome,Average,31.8,8.2,15.1,25.0,...,...
Togo,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,26.1,0.0,4.7,26.6,...,...
Togo,2009,Exporter Type,,Non-exporter,Average,32.1,9.0,16.1,24.9,...,...
Togo,2009,Gender of Top Manager,,Top manager is female,Average,98.3,43.9,100.0,46.4,...,...
Togo,2009,Gender of Top Manager,,Top manager is male,Average,0.0,2.0,0.0,21.5,...,...
Togo,2009,Ownership Type,,Domestic,Average,27.8,7.3,15.0,24.9,...,...
Togo,2009,Ownership Type,,10% or more foreign ownership,Average,56.4,13.8,16.0,25.6,...,...
Togo,2016,,,,Average,25.3,10.7,11.4,20.6,15.3,26.0
Togo,2016,Sector,Manufacturing,All,Average,23.6,2.1,2.0,17.0,15.3,26.0
Togo,2016,Sector,Manufacturing,Manufacturing,Average,23.6,2.1,2.0,17.0,15.3,26.0
Togo,2016,Sector,Services,All,Average,25.8,13.4,14.5,21.7,...,...
Togo,2016,Sector,Services,Services,Average,25.8,13.4,14.5,21.7,...,...
Togo,2016,Size,,Small (5-19),Average,16.2,12.8,13.5,25.8,12.2,26.5
Togo,2016,Size,,Medium (20-99),Average,37.5,11.8,13.1,14.3,14.5,31.7
Togo,2016,Size,,Large (100+),Average,34.7,0.0,0.0,13.0,19.9,19.3
Togo,2016,Location,,Lomé,Average,27.2,9.6,10.5,21.9,16.3,24.5
Togo,2016,Location,,"Plateaux, Centrale, Kara",Average,15.9,15.9,15.9,14.3,n.a.,n.a.
Togo,2016,Exporter Type,,Direct exports are 10% or more of sales,Average,33.7,6.7,1.9,18.0,16.7,22.7
Togo,2016,Exporter Type,,Non-exporter,Average,22.4,12.2,14.9,21.5,13.1,32.0
Togo,2016,Gender of Top Manager,,Top manager is female,Average,95.6,74.1,100.0,30.2,n.a.,n.a.
Togo,2016,Gender of Top Manager,,Top manager is male,Average,16.2,3.1,0.0,19.3,15.1,26.6
Togo,2016,Ownership Type,,Domestic,Average,23.3,11.8,13.1,21.8,15.0,30.9
Togo,2016,Ownership Type,,10% or more foreign ownership,Average,30.5,7.8,7.0,17.1,15.5,22.1
Thailand,2016,,,,Average,64.4,33.4,64.8,37.4,...,...
Thailand,2016,Sector,Manufacturing,All,Average,76.4,43.1,74.1,18.1,...,...
Thailand,2016,Sector,Manufacturing,Food,Average,79.7,47.7,80.2,n.a.,...,...
Thailand,2016,Sector,Manufacturing,Garments,Average,84.1,58.0,84.0,...,...,...
Thailand,2016,Sector,Manufacturing,Rubber & Plastics Products,Average,57.9,23.5,55.0,n.a.,...,...
Thailand,2016,Sector,Manufacturing,Electronics & Communications Equip.,Average,51.0,18.6,39.3,n.a.,...,...
Thailand,2016,Sector,Manufacturing,Other Manufacturing,Average,78.8,44.8,76.3,...,...,...
Thailand,2016,Sector,Services,All,Average,59.2,29.3,60.8,37.4,...,...
Thailand,2016,Sector,Services,Retail,Average,62.0,19.0,64.1,38.7,...,...
Thailand,2016,Sector,Services,Other Services,Average,57.7,34.3,59.0,36.7,...,...
Thailand,2016,Size,,Small (5-19),Average,60.5,29.8,61.3,36.3,...,...
Thailand,2016,Size,,Medium (20-99),Average,71.3,41.3,70.8,39.6,...,...
Thailand,2016,Size,,Large (100+),Average,75.5,35.7,75.2,44.7,...,...
Thailand,2016,Location,,Bangkok,Average,60.5,18.8,65.9,46.4,...,...
Thailand,2016,Location,,Central,Average,49.5,6.2,52.5,28.5,...,...
Thailand,2016,Location,,North,Average,77.0,41.0,72.9,30.9,...,...
Thailand,2016,Location,,Northeast,Average,59.0,39.4,59.4,37.3,...,...
Thailand,2016,Location,,South,Average,85.0,46.0,83.8,43.1,...,...
Thailand,2016,Exporter Type,,Direct exports are 10% or more of sales,Average,75.0,17.8,74.9,45.6,n.a.,n.a.
Thailand,2016,Exporter Type,,Non-exporter,Average,64.0,34.0,64.4,37.2,n.a.,n.a.
Thailand,2016,Gender of Top Manager,,Top manager is female,Average,96.9,54.4,100.0,42.7,n.a.,n.a.
Thailand,2016,Gender of Top Manager,,Top manager is male,Average,5.2,0.8,0.0,32.7,...,n.a.
Thailand,2016,Ownership Type,,Domestic,Average,64.6,33.4,64.8,36.9,n.a.,n.a.
Thailand,2016,Ownership Type,,10% or more foreign ownership,Average,62.4,23.6,66.2,58.6,n.a.,n.a.
Tajikistan,2008,,,,Average,34.4,...,11.8,31.4,41.0,29.6
Tajikistan,2008,Sector,Manufacturing,All,Average,35.0,...,6.8,39.8,41.0,29.6
Tajikistan,2008,Sector,Manufacturing,Manufacturing,Average,35.0,...,6.8,39.8,41.0,29.6
Tajikistan,2008,Sector,Services,All,Average,34.0,...,14.4,27.1,...,...
Tajikistan,2008,Sector,Services,Retail,Average,45.2,...,27.7,35.3,...,...
Tajikistan,2008,Sector,Services,Other Services,Average,28.8,...,8.3,23.3,...,...
Tajikistan,2008,Size,,Small (5-19),Average,27.9,...,13.6,31.6,39.1,21.1
Tajikistan,2008,Size,,Medium (20-99),Average,37.2,...,10.1,29.5,41.8,36.9
Tajikistan,2008,Size,,Large (100+),Average,49.9,...,10.3,36.5,42.7,28.4
Tajikistan,2008,Location,,Dushanbe,Average,51.3,...,19.7,33.8,37.4,29.8
Tajikistan,2008,Location,,Khatlonskaya,Average,33.8,...,5.2,27.8,40.0,33.4
Tajikistan,2008,Location,,Rrp,Average,18.6,...,4.9,24.0,36.4,24.1
Tajikistan,2008,Location,,Sogdiskaya,Average,30.6,...,11.2,36.7,45.9,30.7
Tajikistan,2008,Exporter Type,,Direct exports are 10% or more of sales,Average,30.8,...,6.8,45.1,50.5,26.0
Tajikistan,2008,Exporter Type,,Non-exporter,Average,34.7,...,12.2,30.4,39.0,30.5
Tajikistan,2008,Gender of Top Manager,,Top manager is female,Average,86.2,...,100.0,47.3,39.2,35.2
Tajikistan,2008,Gender of Top Manager,,Top manager is male,Average,27.4,...,0.0,29.4,41.2,29.2
Tajikistan,2008,Ownership Type,,Domestic,Average,33.8,...,11.2,30.9,40.9,28.2
Tajikistan,2008,Ownership Type,,10% or more foreign ownership,Average,38.2,...,19.7,37.0,43.0,41.4
Tajikistan,2013,,,,Average,32.7,8.0,9.6,34.1,46.6,45.3
Tajikistan,2013,Sector,Manufacturing,All,Average,28.6,12.4,10.4,43.7,46.6,45.3
Tajikistan,2013,Sector,Manufacturing,Manufacturing,Average,28.6,12.4,10.4,43.7,46.6,45.3
Tajikistan,2013,Sector,Services,All,Average,34.5,6.1,9.2,29.8,...,...
Tajikistan,2013,Sector,Services,Retail,Average,34.5,6.2,7.8,34.5,...,...
Tajikistan,2013,Sector,Services,Other Services,Average,34.6,6.0,9.9,27.2,...,...
Tajikistan,2013,Size,,Small (5-19),Average,24.9,9.5,11.5,34.3,49.6,39.1
Tajikistan,2013,Size,,Medium (20-99),Average,42.1,7.7,8.3,32.9,43.9,54.0
Tajikistan,2013,Size,,Large (100+),Average,35.4,0.0,4.1,41.1,39.9,49.7
Tajikistan,2013,Location,,Dushanbe,Average,31.9,13.9,6.1,37.9,54.0,63.7
Tajikistan,2013,Location,,Khatlon,Average,39.5,5.3,12.7,30.4,48.2,38.1
Tajikistan,2013,Location,,Rrp,Average,27.5,4.0,4.2,28.9,45.0,29.7
Tajikistan,2013,Location,,Sughd,Average,26.5,9.5,11.0,38.8,39.8,41.6
Tajikistan,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,45.3,8.0,2.8,40.8,65.3,45.6
Tajikistan,2013,Exporter Type,,Non-exporter,Average,30.6,8.6,10.6,35.1,46.5,45.5
Tajikistan,2013,Gender of Top Manager,,Top manager is female,Average,82.9,56.4,100.0,54.9,59.2,36.2
Tajikistan,2013,Gender of Top Manager,,Top manager is male,Average,27.3,2.8,0.0,31.9,44.9,46.3
Tajikistan,2013,Ownership Type,,Domestic,Average,31.8,8.3,10.1,34.2,48.2,44.4
Tajikistan,2013,Ownership Type,,10% or more foreign ownership,Average,49.2,6.2,5.7,33.1,41.2,53.8
Tonga,2009,,,,Average,65.3,...,...,56.3,...,...
Tonga,2009,Sector,Manufacturing,All,Average,60.0,...,...,48.6,...,...
Tonga,2009,Sector,Manufacturing,Manufacturing,Average,60.0,...,...,48.6,...,...
Tonga,2009,Sector,Services,All,Average,66.2,...,...,57.7,...,...
Tonga,2009,Sector,Services,Services,Average,66.2,...,...,57.7,...,...
Tonga,2009,Size,,Small (5-19),Average,68.8,...,...,56.7,...,...
Tonga,2009,Size,,Medium (20-99),Average,19.2,...,...,51.1,...,...
Tonga,2009,Location,,Tongatapu,Average,65.3,...,...,56.3,...,...
Tonga,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,95.7,...,...,41.6,...,...
Tonga,2009,Exporter Type,,Non-exporter,Average,64.3,...,...,56.8,...,...
Tonga,2009,Ownership Type,,Domestic,Average,69.6,...,...,57.6,...,...
Tonga,2009,Ownership Type,,10% or more foreign ownership,Average,37.6,...,...,48.2,...,...
Trinidad and Tobago,2010,,,,Average,45.1,...,20.8,41.6,31.3,43.9
Trinidad and Tobago,2010,Sector,Manufacturing,All,Average,48.4,...,11.2,34.7,31.3,43.9
Trinidad and Tobago,2010,Sector,Manufacturing,Manufacturing,Average,48.4,...,11.2,34.7,31.3,43.9
Trinidad and Tobago,2010,Sector,Services,All,Average,44.6,...,22.5,42.9,...,...
Trinidad and Tobago,2010,Sector,Services,Retail,Average,43.7,...,22.6,46.2,...,...
Trinidad and Tobago,2010,Sector,Services,Other Services,Average,45.2,...,22.5,40.6,...,...
Trinidad and Tobago,2010,Size,,Small (5-19),Average,44.6,...,22.8,42.0,34.7,44.6
Trinidad and Tobago,2010,Size,,Medium (20-99),Average,41.2,...,16.1,41.0,27.2,41.0
Trinidad and Tobago,2010,Size,,Large (100+),Average,61.8,...,12.7,39.4,23.0,46.1
Trinidad and Tobago,2010,Location,,Port Of Spain,Average,41.9,...,21.3,42.0,30.1,47.0
Trinidad and Tobago,2010,Location,,Rest of the country,Average,46.1,...,20.7,41.5,31.5,43.5
Trinidad and Tobago,2010,Exporter Type,,Direct exports are 10% or more of sales,Average,71.4,...,17.1,28.1,22.7,48.8
Trinidad and Tobago,2010,Exporter Type,,Non-exporter,Average,41.5,...,21.3,43.5,34.6,42.0
Trinidad and Tobago,2010,Gender of Top Manager,,Top manager is female,Average,95.0,...,100.0,62.1,73.6,62.6
Trinidad and Tobago,2010,Gender of Top Manager,,Top manager is male,Average,31.8,...,0.0,36.2,25.8,41.5
Trinidad and Tobago,2010,Ownership Type,,Domestic,Average,42.1,...,20.1,42.2,29.6,42.9
Trinidad and Tobago,2010,Ownership Type,,10% or more foreign ownership,Average,73.2,...,27.3,36.1,41.3,49.6
Tunisia,2013,,,,Average,49.5,2.7,8.5,30.5,28.7,34.1
Tunisia,2013,Sector,Manufacturing,All,Average,49.5,2.3,7.4,29.6,28.7,34.1
Tunisia,2013,Sector,Manufacturing,Food,Average,46.0,0.6,1.3,32.2,28.2,45.9
Tunisia,2013,Sector,Manufacturing,Garments,Average,54.0,8.1,10.4,74.1,78.3,46.1
Tunisia,2013,Sector,Manufacturing,Other Manufacturing,Average,49.4,1.6,8.2,20.1,18.4,28.7
Tunisia,2013,Sector,Services,All,Average,49.6,2.9,9.3,31.2,...,...
Tunisia,2013,Sector,Services,Retail,Average,62.0,8.1,13.3,32.4,...,...
Tunisia,2013,Sector,Services,Other Services,Average,48.2,2.3,8.9,31.0,...,...
Tunisia,2013,Size,,Medium (20-99),Average,47.8,1.3,8.7,29.3,29.1,31.7
Tunisia,2013,Size,,Small (5-19),Average,49.7,3.0,9.1,29.2,19.1,36.8
Tunisia,2013,Size,,Large (100+),Average,53.7,5.1,4.8,40.4,50.9,34.4
Tunisia,2013,Location,,Interior,Average,33.3,1.3,7.5,23.7,20.6,35.2
Tunisia,2013,Location,,Northeast,Average,50.1,5.7,16.7,33.3,28.4,30.1
Tunisia,2013,Location,,Sfax,Average,53.7,0.0,1.2,31.4,27.3,37.5
Tunisia,2013,Location,,South Coast/West,Average,42.6,1.9,3.8,31.8,30.6,34.6
Tunisia,2013,Location,,Tunis,Average,56.9,2.2,9.2,27.9,31.6,34.8
Tunisia,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,42.6,3.7,8.0,35.5,36.0,33.8
Tunisia,2013,Exporter Type,,Non-exporter,Average,53.2,2.2,8.8,28.3,23.4,34.4
Tunisia,2013,Gender of Top Manager,,Top manager is female,Average,72.2,22.3,100.0,46.1,43.0,33.6
Tunisia,2013,Gender of Top Manager,,Top manager is male,Average,47.4,0.8,0.0,28.9,27.4,34.2
Tunisia,2013,Ownership Type,,Domestic,Average,50.3,2.1,8.4,29.1,26.2,34.5
Tunisia,2013,Ownership Type,,10% or more foreign ownership,Average,43.6,7.1,9.5,40.6,48.7,31.8
Turkey,2008,,,,Average,40.7,...,12.4,25.2,21.0,27.6
Turkey,2008,Sector,Manufacturing,All,Average,39.6,...,7.7,22.7,21.0,27.6
Turkey,2008,Sector,Manufacturing,Food,Average,29.4,...,6.2,20.3,20.9,22.1
Turkey,2008,Sector,Manufacturing,Textiles,Average,42.9,...,7.1,29.7,26.7,35.0
Turkey,2008,Sector,Manufacturing,Garments,Average,32.7,...,5.9,40.0,46.5,33.4
Turkey,2008,Sector,Manufacturing,Chemicals & Chemical Products,Average,64.6,...,15.7,23.0,25.7,19.7
Turkey,2008,Sector,Manufacturing,Non-Metallic Mineral Products,Average,33.6,...,4.1,23.2,18.0,27.8
Turkey,2008,Sector,Manufacturing,Other Manufacturing,Average,41.5,...,8.7,13.6,7.2,24.6
Turkey,2008,Sector,Services,All,Average,42.7,...,21.0,30.2,...,...
Turkey,2008,Sector,Services,Retail,Average,43.5,...,19.4,32.4,...,...
Turkey,2008,Sector,Services,Other Services,Average,41.7,...,23.1,27.1,...,...
Turkey,2008,Size,,Medium (20-99),Average,43.7,...,7.7,27.8,26.4,31.8
Turkey,2008,Size,,Small (5-19),Average,36.1,...,13.9,23.8,14.2,24.0
Turkey,2008,Size,,Large (100+),Average,57.8,...,16.3,25.8,27.6,27.2
Turkey,2008,Location,,Aegean,Average,41.6,...,12.0,25.0,28.2,34.4
Turkey,2008,Location,,Black Sea - Eastern,Average,29.3,...,19.8,22.0,17.7,21.5
Turkey,2008,Location,,Central Anatolia,Average,46.6,...,5.9,20.0,10.6,23.1
Turkey,2008,Location,,Marmara,Average,43.7,...,13.9,28.8,24.2,29.2
Turkey,2008,Location,,South,Average,29.5,...,5.7,18.3,15.9,24.6
Turkey,2008,Exporter Type,,Direct exports are 10% or more of sales,Average,51.7,...,12.0,27.6,26.0,27.5
Turkey,2008,Exporter Type,,Non-exporter,Average,37.6,...,12.7,24.3,18.2,27.4
Turkey,2008,Gender of Top Manager,,Top manager is female,Average,79.1,...,100.0,31.8,34.0,39.7
Turkey,2008,Gender of Top Manager,,Top manager is male,Average,35.2,...,0.0,24.1,20.0,26.5
Turkey,2008,Ownership Type,,Domestic,Average,40.4,...,12.2,25.0,21.3,27.3
Turkey,2008,Ownership Type,,10% or more foreign ownership,Average,35.9,...,3.6,22.1,15.4,33.8
Turkey,2013,,,,Average,25.4,0.3,5.4,21.9,19.0,38.6
Turkey,2013,Sector,Manufacturing,All,Average,33.0,0.8,9.8,23.6,19.0,38.6
Turkey,2013,Sector,Manufacturing,Food,Average,27.6,0.2,6.5,26.0,26.5,30.5
Turkey,2013,Sector,Manufacturing,Textiles,Average,40.0,6.4,24.7,39.6,40.1,36.8
Turkey,2013,Sector,Manufacturing,Garments,Average,36.3,0.6,10.2,44.0,45.1,39.4
Turkey,2013,Sector,Manufacturing,Chemicals & Chemical Products,Average,74.7,0.3,47.2,26.2,19.7,50.0
Turkey,2013,Sector,Manufacturing,Non-Metallic Mineral Products,Average,64.9,2.4,4.2,18.9,12.8,38.2
Turkey,2013,Sector,Manufacturing,Fabricated Metal Products,Average,24.9,0.0,4.4,16.9,14.0,43.1
Turkey,2013,Sector,Manufacturing,Other Manufacturing,Average,25.9,0.0,6.4,17.0,9.0,38.7
Turkey,2013,Sector,Services,All,Average,20.8,0.0,2.7,20.9,...,...
Turkey,2013,Sector,Services,Retail,Average,24.6,0.0,4.3,32.2,...,...
Turkey,2013,Sector,Services,Other Services,Average,19.8,0.0,2.3,17.9,...,...
Turkey,2013,Size,,Small (5-19),Average,18.6,0.0,5.1,23.3,17.8,42.0
Turkey,2013,Size,,Medium (20-99),Average,41.1,0.5,7.1,19.4,20.2,34.6
Turkey,2013,Size,,Large (100+),Average,18.7,1.5,2.1,20.2,21.2,37.6
Turkey,2013,Location,,Aegean,Average,22.5,0.6,3.0,21.7,23.9,37.7
Turkey,2013,Location,,Black Sea,Average,25.4,0.0,7.6,17.0,12.3,34.2
Turkey,2013,Location,,Central Anatolia,Average,19.2,0.1,5.6,21.3,24.5,37.7
Turkey,2013,Location,,Eastern And Southeastern Anatolia,Average,9.1,0.0,0.4,33.0,20.7,19.7
Turkey,2013,Location,,Marmara,Average,30.2,0.4,5.9,20.7,18.1,41.0
Turkey,2013,Location,,Mediterranean,Average,21.4,0.3,8.1,28.1,15.4,30.2
Turkey,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,41.1,1.0,11.5,28.7,20.6,45.9
Turkey,2013,Exporter Type,,Non-exporter,Average,22.0,0.1,4.1,20.3,18.1,35.2
Turkey,2013,Gender of Top Manager,,Top manager is female,Average,93.2,4.1,100.0,39.3,33.7,56.4
Turkey,2013,Gender of Top Manager,,Top manager is male,Average,21.5,0.1,0.0,20.9,17.3,36.9
Turkey,2013,Ownership Type,,Domestic,Average,23.8,0.3,4.2,21.6,18.5,37.9
Turkey,2013,Ownership Type,,10% or more foreign ownership,Average,55.3,0.1,27.0,28.2,29.0,56.4
Tanzania,2006,,,,Average,30.9,...,...,22.8,23.0,23.7
Tanzania,2006,Sector,Manufacturing,All,Average,22.0,...,...,22.8,23.0,23.7
Tanzania,2006,Sector,Manufacturing,Food,Average,11.6,...,...,21.0,22.3,23.4
Tanzania,2006,Sector,Manufacturing,Garments,Average,44.5,...,...,41.1,45.3,20.1
Tanzania,2006,Sector,Manufacturing,Other Manufacturing,Average,17.1,...,...,17.4,16.2,24.7
Tanzania,2006,Sector,Services,All,Average,34.2,...,...,...,...,...
Tanzania,2006,Sector,Services,Retail,Average,33.3,...,...,...,...,...
Tanzania,2006,Sector,Services,Other Services,Average,34.5,...,...,...,...,...
Tanzania,2006,Size,,Small (5-19),Average,32.6,...,...,22.1,22.3,19.5
Tanzania,2006,Size,,Medium (20-99),Average,33.0,...,...,21.2,20.4,26.7
Tanzania,2006,Size,,Large (100+),Average,5.7,...,...,30.0,32.3,27.4
Tanzania,2006,Location,,Arusha,Average,15.7,...,...,32.6,34.4,31.4
Tanzania,2006,Location,,Dar es Salaam,Average,35.1,...,...,25.2,25.5,23.9
Tanzania,2006,Location,,Mbeya,Average,52.2,...,...,27.9,33.2,4.7
Tanzania,2006,Location,,Pemba,Average,17.6,...,...,10.4,8.6,22.9
Tanzania,2006,Exporter Type,,Direct exports are 10% or more of sales,Average,35.0,...,...,27.8,23.4,33.1
Tanzania,2006,Exporter Type,,Non-exporter,Average,30.8,...,...,22.4,22.9,22.5
Tanzania,2006,Ownership Type,,Domestic,Average,31.2,...,...,22.8,22.8,23.7
Tanzania,2006,Ownership Type,,10% or more foreign ownership,Average,28.9,...,...,22.3,24.0,23.6
Tanzania,2013,,,,Average,24.7,9.9,14.0,44.0,19.1,38.2
Tanzania,2013,Sector,Manufacturing,All,Average,20.8,6.8,9.8,21.4,19.1,38.2
Tanzania,2013,Sector,Manufacturing,Food,Average,16.9,4.6,8.0,25.8,24.5,35.5
Tanzania,2013,Sector,Manufacturing,Textiles & Garments,Average,40.3,19.2,25.9,31.1,26.8,49.0
