Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Senior management time spent dealing with the requirements of government regulation (%),Number of visits or required meetings with tax officials,Percent of firms visited or required to meet with tax officials,"If there were visits, average number of visits or required meetings with tax officials",Days to obtain an operating license,Days to obtain a construction-related permit,Days to obtain an import license,Percent of firms identifying tax rates as a major constraint,Percent of firms identifying tax administration as a major constraint,Percent of firms identifying business licensing and permits as a major constraint
Uganda,2013,Size,,Small (5-19),Average,6.1,...,74.1,3.9,10.6,11.4,15.4,18.8,15.0,12.3
Uganda,2013,Size,,Medium (20-99),Average,6.8,...,89.5,4.1,9.8,30.8,27.5,27.7,23.8,22.1
Uganda,2013,Size,,Large (100+),Average,11.6,...,51.3,4.3,7.7,56.6,7.7,48.3,49.2,39.9
Uganda,2013,Location,,Jinja,Average,0.2,...,74.5,2.5,n.a.,n.a.,n.a.,39.8,17.2,17.2
Uganda,2013,Location,,Kampala,Average,7.1,...,77.3,4.3,10.5,12.7,19.5,19.6,17.6,13.3
Uganda,2013,Location,,Lira,Average,8.7,...,100.0,2.0,11.6,27.9,n.a.,9.4,5.3,12.9
Uganda,2013,Location,,Mbale,Average,2.1,...,62.2,2.5,5.0,n.a.,n.a.,8.3,16.3,23.8
Uganda,2013,Location,,Mbarara,Average,4.4,...,45.3,1.9,17.3,n.a.,n.a.,12.5,11.1,9.3
Uganda,2013,Location,,Wakiso,Average,8.1,...,74.5,3.6,9.2,39.0,19.5,41.6,29.1,28.6
Uganda,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,6.3,...,66.6,3.8,33.7,18.5,15.9,22.7,16.8,11.0
Uganda,2013,Exporter Type,,Non-exporter,Average,6.6,...,75.8,4.0,9.3,18.2,20.4,21.6,18.0,15.1
Uganda,2013,Gender of Top Manager,,Top manager is female,Average,3.5,...,66.0,3.4,8.2,11.3,8.1,16.8,13.5,10.1
Uganda,2013,Gender of Top Manager,,Top manager is male,Average,7.1,...,77.2,4.0,10.7,17.6,19.8,22.5,18.8,16.1
Uganda,2013,Ownership Type,,Domestic,Average,6.8,...,74.7,3.8,10.3,15.8,13.5,20.6,17.3,16.0
Uganda,2013,Ownership Type,,10% or more foreign ownership,Average,4.2,...,81.9,4.5,11.8,32.6,26.4,31.2,24.1,8.5
Ukraine,2008,,,,Average,11.3,...,56.7,3.8,31.0,135.4,16.4,55.1,35.3,32.7
Ukraine,2008,Sector,Manufacturing,All,Average,11.5,...,56.9,4.4,31.9,90.8,11.2,61.6,33.0,29.5
Ukraine,2008,Sector,Manufacturing,Food,Average,11.2,...,66.4,3.7,30.5,37.2,n.a.,52.9,25.4,31.7
Ukraine,2008,Sector,Manufacturing,Garments,Average,12.2,...,47.1,3.3,16.2,n.a.,18.7,61.5,24.5,24.1
Ukraine,2008,Sector,Manufacturing,Machinery & Equipment,Average,19.9,...,64.7,4.3,59.8,55.7,26.8,70.9,24.2,28.6
Ukraine,2008,Sector,Manufacturing,Other Manufacturing,Average,9.5,...,53.9,4.7,18.4,124.1,n.a.,61.3,36.9,29.5
Ukraine,2008,Sector,Services,All,Average,11.3,...,56.6,3.5,30.8,153.7,20.7,52.1,36.4,34.1
Ukraine,2008,Sector,Services,Retail,Average,10.8,...,59.2,3.6,27.6,50.1,n.a.,60.3,42.5,36.2
Ukraine,2008,Sector,Services,Other Services,Average,11.4,...,55.7,3.4,32.0,180.8,n.a.,49.3,34.2,33.4
Ukraine,2008,Size,,Small (5-19),Average,10.3,...,46.9,3.4,26.4,175.0,n.a.,51.1,30.2,28.3
Ukraine,2008,Size,,Medium (20-99),Average,11.8,...,68.1,4.1,36.6,90.1,n.a.,58.1,43.4,39.1
Ukraine,2008,Size,,Large (100+),Average,15.1,...,71.4,4.3,30.7,182.9,24.6,67.1,36.1,35.3
Ukraine,2008,Location,,East,Average,11.2,...,60.2,3.2,25.0,108.0,n.a.,56.9,38.3,40.2
Ukraine,2008,Location,,Kiev,Average,13.5,...,57.4,4.4,42.9,136.0,23.4,67.9,45.5,41.3
Ukraine,2008,Location,,North,Average,8.5,...,57.6,3.4,20.9,235.5,7.2,49.9,33.9,23.7
Ukraine,2008,Location,,South,Average,9.3,...,50.7,4.7,42.2,n.a.,n.a.,53.3,39.1,32.1
Ukraine,2008,Location,,West,Average,15.8,...,58.6,3.2,24.3,71.6,n.a.,45.5,12.8,21.9
Ukraine,2008,Exporter Type,,Direct exports are 10% or more of sales,Average,14.2,...,72.2,3.8,25.3,138.6,21.9,66.5,50.7,31.9
Ukraine,2008,Exporter Type,,Non-exporter,Average,10.9,...,55.1,3.8,31.7,127.9,6.4,53.7,33.8,33.0
Ukraine,2008,Gender of Top Manager,,Top manager is female,Average,10.5,...,49.9,3.4,34.3,523.3,n.a.,46.3,33.9,32.7
Ukraine,2008,Gender of Top Manager,,Top manager is male,Average,11.7,...,59.3,3.9,29.3,83.1,16.4,58.5,35.8,32.6
Ukraine,2008,Ownership Type,,Domestic,Average,11.2,...,55.7,3.7,28.2,131.1,8.8,55.0,33.9,32.1
Ukraine,2008,Ownership Type,,10% or more foreign ownership,Average,12.5,...,67.8,5.8,64.0,228.3,n.a.,64.2,63.5,45.2
Ukraine,2013,,,,Average,19.6,...,61.6,2.1,16.5,1.3,17.4,42.9,15.2,5.4
Ukraine,2013,Sector,Manufacturing,All,Average,17.4,...,57.0,2.4,19.5,1.3,19.3,43.6,12.7,7.4
Ukraine,2013,Sector,Manufacturing,Food,Average,16.7,...,57.9,2.6,15.1,2.1,14.6,48.6,10.9,6.8
Ukraine,2013,Sector,Manufacturing,Garments,Average,17.8,...,52.1,1.7,14.1,n.a.,n.a.,21.5,5.5,0.8
Ukraine,2013,Sector,Manufacturing,Non-Metallic Mineral Products,Average,18.0,...,72.5,1.7,26.0,1.0,n.a.,41.4,5.4,3.4
Ukraine,2013,Sector,Manufacturing,Machinery & Equipment,Average,21.9,...,59.7,2.0,25.5,3.7,16.1,37.2,8.8,12.1
Ukraine,2013,Sector,Manufacturing,Other Manufacturing,Average,16.6,...,54.5,2.7,19.0,1.0,22.9,47.9,16.3,8.5
Ukraine,2013,Sector,Services,All,Average,20.8,...,63.9,2.0,15.3,1.3,n.a.,42.5,16.5,4.4
Ukraine,2013,Sector,Services,Retail,Average,19.5,...,70.4,2.4,23.8,1.7,n.a.,43.7,9.4,6.8
Ukraine,2013,Sector,Services,Other Services,Average,21.2,...,62.0,1.9,13.0,1.0,...,42.1,18.6,3.7
Ukraine,2013,Size,,Small (5-19),Average,16.9,...,55.9,2.1,15.8,1.1,26.6,38.6,14.9,5.8
Ukraine,2013,Size,,Medium (20-99),Average,25.5,...,70.5,2.2,17.8,1.5,15.6,50.8,15.4,4.7
Ukraine,2013,Size,,Large (100+),Average,16.2,...,70.9,2.1,17.4,1.6,14.4,45.8,16.6,4.9
Ukraine,2013,Location,,East,Average,16.7,...,61.8,1.7,17.8,1.2,21.8,45.0,7.7,2.2
Ukraine,2013,Location,,Kyiv,Average,17.8,...,76.6,3.0,24.5,1.3,13.9,58.4,27.9,9.3
Ukraine,2013,Location,,North,Average,20.7,...,71.8,2.8,14.2,1.0,21.8,31.8,3.1,10.8
Ukraine,2013,Location,,South,Average,20.0,...,59.2,1.4,28.5,1.7,n.a.,21.8,31.9,5.7
Ukraine,2013,Location,,West,Average,23.6,...,35.9,1.2,7.3,1.2,n.a.,40.8,2.3,2.6
Ukraine,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,19.6,...,57.6,2.0,18.4,1.3,14.5,37.2,4.7,9.7
Ukraine,2013,Exporter Type,,Non-exporter,Average,19.5,...,61.7,2.2,16.5,1.2,18.9,43.5,16.2,5.1
Ukraine,2013,Gender of Top Manager,,Top manager is female,Average,23.3,...,62.0,2.4,11.3,2.6,n.a.,44.8,13.1,5.1
Ukraine,2013,Gender of Top Manager,,Top manager is male,Average,18.8,...,61.5,2.1,17.9,1.1,16.3,42.4,15.7,5.4
Ukraine,2013,Ownership Type,,Domestic,Average,19.7,...,60.8,2.2,16.6,1.3,15.0,42.9,14.8,5.1
Ukraine,2013,Ownership Type,,10% or more foreign ownership,Average,15.6,...,79.9,1.7,21.2,1.0,32.2,34.9,12.9,11.8
Uruguay,2006,,,,Average,7.0,...,35.2,2.2,133.8,138.9,13.6,66.3,31.1,11.1
Uruguay,2006,Sector,Manufacturing,All,Average,6.8,...,29.2,2.0,225.0,152.6,12.2,65.1,30.0,5.9
Uruguay,2006,Sector,Manufacturing,Food,Average,5.4,...,36.1,2.9,206.5,71.2,33.7,75.7,35.7,15.8
Uruguay,2006,Sector,Manufacturing,Garments,Average,4.5,...,40.4,3.0,n.a.,...,5.6,52.2,41.1,7.7
Uruguay,2006,Sector,Manufacturing,Chemicals & Chemical Products,Average,4.8,...,15.8,1.8,219.1,82.5,32.9,52.9,18.2,9.6
Uruguay,2006,Sector,Manufacturing,Rest of Universe-Manufacturing,Average,7.5,...,28.9,1.7,n.a.,193.6,6.9,64.9,29.8,2.7
Uruguay,2006,Sector,Services,All,Average,7.3,...,44.9,2.4,82.8,108.9,16.1,68.2,33.0,18.4
Uruguay,2006,Sector,Services,Retail,Average,6.0,...,50.3,2.2,57.4,116.0,27.3,73.7,42.2,25.4
Uruguay,2006,Sector,Services,Rest of Universe-Services,Average,8.9,...,38.4,2.7,129.8,93.5,10.2,61.5,21.4,9.2
Uruguay,2006,Size,,Small (5-19),Average,6.3,...,31.3,2.2,64.3,328.6,6.5,68.7,34.5,10.9
Uruguay,2006,Size,,Medium (20-99),Average,8.1,...,39.9,1.9,189.3,60.7,26.0,63.8,24.3,11.4
Uruguay,2006,Size,,Large (100+),Average,10.4,...,63.7,3.2,309.9,119.1,12.8,44.3,23.9,12.1
Uruguay,2006,Location,,Canelones,Average,5.9,...,43.4,1.5,164.2,83.0,24.2,71.2,25.0,13.9
Uruguay,2006,Location,,Montevideo,Average,7.1,...,34.2,2.3,130.5,148.3,12.8,65.7,31.8,10.7
Uruguay,2006,Exporter Type,,Direct exports are 10% or more of sales,Average,8.0,...,46.0,2.0,227.0,39.3,5.3,60.9,35.7,8.5
Uruguay,2006,Exporter Type,,Non-exporter,Average,6.8,...,33.8,2.2,119.1,162.1,14.9,66.8,30.6,11.4
Uruguay,2006,Ownership Type,,Domestic,Average,6.6,...,34.4,2.2,114.7,168.5,14.2,67.9,32.6,11.4
Uruguay,2006,Ownership Type,,10% or more foreign ownership,Average,10.5,...,44.5,2.3,286.7,52.7,7.2,46.6,12.4,7.1
Uruguay,2010,,,,Average,11.6,...,38.2,2.6,108.0,92.4,10.0,45.5,27.1,8.4
Uruguay,2010,Sector,Manufacturing,All,Average,11.1,...,42.0,3.3,114.0,182.1,22.0,43.6,24.6,7.8
Uruguay,2010,Sector,Manufacturing,Food,Average,12.0,...,37.9,3.8,100.3,103.6,41.5,32.7,18.0,10.6
Uruguay,2010,Sector,Manufacturing,Textiles & Garments,Average,10.1,...,42.0,2.6,n.a.,27.5,10.7,48.2,30.2,3.8
Uruguay,2010,Sector,Manufacturing,Other Manufacturing,Average,10.8,...,45.2,3.3,126.3,244.0,10.6,50.7,28.2,6.9
Uruguay,2010,Sector,Services,All,Average,11.9,...,35.4,2.0,105.8,39.9,4.2,46.9,28.7,8.8
Uruguay,2010,Sector,Services,Retail,Average,9.6,...,32.9,2.3,59.2,35.3,2.9,46.5,16.2,24.2
Uruguay,2010,Sector,Services,Other Services,Average,12.7,...,36.2,2.0,119.9,42.4,4.9,47.0,32.6,4.2
Uruguay,2010,Size,,Small (5-19),Average,10.1,...,37.4,2.3,106.2,83.2,9.5,43.6,26.7,9.0
Uruguay,2010,Size,,Medium (20-99),Average,15.4,...,36.0,3.3,116.2,116.5,9.9,52.4,30.2,7.7
Uruguay,2010,Size,,Large (100+),Average,14.2,...,52.4,3.6,103.8,97.3,13.2,41.2,19.4,5.2
Uruguay,2010,Location,,Canelones,Average,10.2,...,41.6,3.6,n.a.,58.1,25.9,29.1,20.2,29.2
Uruguay,2010,Location,,Montevideo,Average,11.8,...,37.8,2.5,121.9,94.2,9.3,47.5,27.9,6.1
Uruguay,2010,Exporter Type,,Direct exports are 10% or more of sales,Average,11.0,...,38.6,3.1,98.7,80.6,7.1,33.9,23.6,5.2
Uruguay,2010,Exporter Type,,Non-exporter,Average,11.7,...,38.1,2.6,108.9,93.6,10.4,46.6,27.4,8.7
Uruguay,2010,Gender of Top Manager,,Top manager is female,Average,14.0,...,34.5,1.8,77.5,148.1,15.6,32.4,21.2,11.8
Uruguay,2010,Gender of Top Manager,,Top manager is male,Average,11.1,...,39.0,2.8,111.5,68.2,8.0,48.7,28.5,7.6
Uruguay,2010,Ownership Type,,Domestic,Average,11.6,...,34.5,2.6,98.0,93.7,9.6,43.3,22.9,8.1
Uruguay,2010,Ownership Type,,10% or more foreign ownership,Average,11.9,...,70.6,2.7,221.6,53.0,15.8,66.4,64.0,11.7
Uzbekistan,2008,,,,Average,11.1,...,42.8,1.7,9.1,151.0,11.4,26.8,19.2,12.3
Uzbekistan,2008,Sector,Manufacturing,All,Average,10.5,...,50.2,1.3,8.5,53.5,6.0,27.1,21.1,17.3
Uzbekistan,2008,Sector,Manufacturing,Manufacturing,Average,10.5,...,50.2,1.3,8.5,53.5,6.0,27.1,21.1,17.3
Uzbekistan,2008,Sector,Services,All,Average,11.3,...,40.0,1.9,9.3,163.5,n.a.,26.7,18.5,10.4
Uzbekistan,2008,Sector,Services,Retail,Average,10.3,...,46.6,2.1,7.4,30.5,n.a.,21.9,14.2,20.8
Uzbekistan,2008,Sector,Services,Other Services,Average,11.9,...,35.4,1.8,11.0,237.0,n.a.,30.1,21.6,2.8
Uzbekistan,2008,Size,,Medium (20-99),Average,13.6,...,59.0,1.8,8.0,37.5,7.8,23.6,17.3,18.8
Uzbekistan,2008,Size,,Small (5-19),Average,10.0,...,37.0,1.7,9.6,202.2,n.a.,27.3,19.1,9.9
Uzbekistan,2008,Size,,Large (100+),Average,17.5,...,64.8,1.8,8.7,22.7,2.7,32.8,29.3,22.6
Uzbekistan,2008,Location,,Samarkandskaya,Average,12.7,...,60.3,1.5,4.2,3.5,5.7,20.9,20.3,13.4
Uzbekistan,2008,Location,,Tashkent,Average,8.4,...,23.9,1.2,11.1,77.9,n.a.,18.9,9.2,8.3
Uzbekistan,2008,Location,,Tashkentskaya,Average,12.1,...,44.2,2.4,13.9,217.3,...,42.3,28.9,15.6
Uzbekistan,2008,Exporter Type,,Direct exports are 10% or more of sales,Average,8.8,...,54.1,3.3,11.7,n.a.,20.5,56.6,11.3,5.1
Uzbekistan,2008,Exporter Type,,Non-exporter,Average,11.1,...,42.6,1.7,9.0,140.1,6.7,26.5,19.3,12.4
Uzbekistan,2008,Gender of Top Manager,,Top manager is female,Average,9.9,...,44.8,1.4,12.2,n.a.,...,38.6,29.5,12.6
Uzbekistan,2008,Gender of Top Manager,,Top manager is male,Average,11.2,...,42.4,1.8,8.9,172.2,11.4,25.4,17.9,12.3
Uzbekistan,2008,Ownership Type,,Domestic,Average,10.9,...,43.0,1.7,9.1,155.1,13.9,26.6,18.8,12.8
Uzbekistan,2008,Ownership Type,,10% or more foreign ownership,Average,14.6,...,37.1,1.5,8.5,n.a.,8.2,32.7,27.2,3.4
Uzbekistan,2013,,,,Average,19.9,...,30.2,1.5,22.2,36.6,14.7,9.3,0.4,1.1
Uzbekistan,2013,Sector,Manufacturing,All,Average,20.2,...,30.7,1.5,20.9,17.6,16.6,4.9,0.0,0.1
Uzbekistan,2013,Sector,Manufacturing,Manufacturing,Average,20.2,...,30.7,1.5,20.9,17.6,16.6,4.9,0.0,0.1
Uzbekistan,2013,Sector,Services,All,Average,19.8,...,29.9,1.5,23.0,55.2,n.a.,11.6,0.6,1.6
Uzbekistan,2013,Sector,Services,Retail,Average,16.3,...,45.2,1.5,15.6,69.9,n.a.,13.0,0.4,0.4
Uzbekistan,2013,Sector,Services,Other Services,Average,21.4,...,23.0,1.6,24.7,32.8,n.a.,11.0,0.7,2.2
Uzbekistan,2013,Size,,Medium (20-99),Average,22.4,...,27.4,1.6,22.2,26.5,n.a.,9.9,0.3,2.9
Uzbekistan,2013,Size,,Small (5-19),Average,18.6,...,30.7,1.5,22.8,41.6,n.a.,8.9,0.5,0.5
Uzbekistan,2013,Size,,Large (100+),Average,28.8,...,41.4,1.5,7.8,22.4,18.2,13.6,0.2,0.2
Uzbekistan,2013,Location,,Andizhanskaja & Ferganskaja,Average,26.5,...,16.2,1.3,10.2,16.5,n.a.,0.2,0.2,0.0
Uzbekistan,2013,Location,,Samarkandskaja & Kashkadar'Inskaja,Average,9.5,...,47.1,1.8,11.8,3.7,n.a.,0.4,0.0,0.0
Uzbekistan,2013,Location,,Tashkent & Tashkentskaja,Average,21.8,...,30.0,1.4,27.2,102.2,27.3,23.0,0.8,2.8
Uzbekistan,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,26.8,...,20.4,1.0,n.a.,n.a.,n.a.,0.7,0.0,0.0
Uzbekistan,2013,Exporter Type,,Non-exporter,Average,19.8,...,30.3,1.5,22.2,36.6,15.0,9.4,0.4,1.1
Uzbekistan,2013,Gender of Top Manager,,Top manager is female,Average,13.1,...,36.9,1.2,26.0,29.1,n.a.,3.1,0.1,0.1
Uzbekistan,2013,Gender of Top Manager,,Top manager is male,Average,21.0,...,29.2,1.6,22.0,37.2,14.7,10.3,0.5,1.3
Uzbekistan,2013,Ownership Type,,Domestic,Average,19.7,...,31.1,1.5,19.5,37.0,14.7,8.3,0.4,0.8
Uzbekistan,2013,Ownership Type,,10% or more foreign ownership,Average,22.9,...,20.0,1.5,36.7,26.7,n.a.,20.8,0.1,4.0
St. Vincent and the Grenadines,2010,,,,Average,4.7,...,44.9,2.2,7.3,155.3,3.5,34.9,18.6,9.0
St. Vincent and the Grenadines,2010,Sector,Manufacturing,All,Average,2.7,...,40.5,1.4,n.a.,n.a.,3.3,26.9,12.6,0.0
St. Vincent and the Grenadines,2010,Sector,Manufacturing,Manufacturing,Average,2.7,...,40.5,1.4,n.a.,n.a.,3.3,26.9,12.6,0.0
St. Vincent and the Grenadines,2010,Sector,Services,All,Average,5.2,...,45.8,2.4,7.5,180.6,3.6,36.4,19.8,10.7
St. Vincent and the Grenadines,2010,Sector,Services,Services,Average,5.2,...,45.8,2.4,7.5,180.6,3.6,36.4,19.8,10.7
St. Vincent and the Grenadines,2010,Size,,Small (5-19),Average,4.7,...,40.9,2.3,5.3,n.a.,2.8,35.4,18.8,10.4
St. Vincent and the Grenadines,2010,Size,,Medium (20-99),Average,4.5,...,56.1,2.0,n.a.,243.4,5.0,34.5,17.8,1.6
St. Vincent and the Grenadines,2010,Size,,Large (100+),Average,8.6,...,100.0,n.a.,n.a.,n.a.,n.a.,16.8,16.8,16.8
St. Vincent and the Grenadines,2010,Location,,Entire Country,Average,4.7,...,44.9,2.2,7.3,155.3,3.5,34.9,18.6,9.0
St. Vincent and the Grenadines,2010,Exporter Type,,Direct exports are 10% or more of sales,Average,5.9,...,57.2,1.5,n.a.,n.a.,4.1,45.1,33.8,2.8
St. Vincent and the Grenadines,2010,Exporter Type,,Non-exporter,Average,4.6,...,42.8,2.5,4.4,164.5,3.6,33.5,17.6,7.7
St. Vincent and the Grenadines,2010,Gender of Top Manager,,Top manager is female,Average,3.8,...,38.8,1.6,n.a.,35.5,2.7,35.0,15.3,5.8
St. Vincent and the Grenadines,2010,Gender of Top Manager,,Top manager is male,Average,5.3,...,48.9,2.6,7.3,251.8,4.0,34.8,20.7,11.0
St. Vincent and the Grenadines,2010,Ownership Type,,Domestic,Average,4.4,...,44.8,2.4,8.2,165.8,3.4,36.2,18.8,10.7
St. Vincent and the Grenadines,2010,Ownership Type,,10% or more foreign ownership,Average,5.2,...,41.4,1.4,n.a.,n.a.,3.8,32.2,13.4,2.2
"Venezuela, R.B.",2006,,,,Average,33.6,...,85.0,3.3,41.6,30.9,68.4,30.8,22.4,33.9
"Venezuela, R.B.",2006,Sector,Manufacturing,All,Average,30.8,...,83.9,3.5,35.6,26.9,68.9,25.3,21.4,30.4
"Venezuela, R.B.",2006,Sector,Manufacturing,Food,Average,33.7,...,92.8,3.8,n.a.,n.a.,n.a.,21.5,25.3,40.3
"Venezuela, R.B.",2006,Sector,Manufacturing,Garments,Average,29.7,...,90.5,4.4,16.2,n.a.,n.a.,16.0,14.9,27.8
"Venezuela, R.B.",2006,Sector,Manufacturing,Chemicals & Chemical Products,Average,48.1,...,58.3,3.2,n.a.,n.a.,n.a.,24.7,21.0,34.6
"Venezuela, R.B.",2006,Sector,Manufacturing,Machinery & Equipment,Average,33.8,...,74.2,2.2,...,...,...,23.6,9.1,9.6
"Venezuela, R.B.",2006,Sector,Manufacturing,Rest of Universe-Manufacturing,Average,28.8,...,79.6,3.2,28.2,22.9,65.2,29.4,22.2,27.5
"Venezuela, R.B.",2006,Sector,Services,All,Average,35.5,...,85.7,3.2,46.5,34.0,67.9,34.7,23.1,36.4
"Venezuela, R.B.",2006,Sector,Services,Retail,Average,34.6,...,81.1,3.3,n.a.,n.a.,n.a.,35.9,21.4,38.9
"Venezuela, R.B.",2006,Sector,Services,IT & IT Services,Average,n.a.,...,n.a.,n.a.,...,...,...,n.a.,n.a.,n.a.
"Venezuela, R.B.",2006,Sector,Services,Rest of Universe-Services,Average,36.8,...,90.3,3.1,54.3,48.4,21.3,33.7,24.9,32.7
"Venezuela, R.B.",2006,Size,,Small (5-19),Average,29.2,...,84.7,3.2,42.1,31.5,69.8,28.8,21.2,33.0
"Venezuela, R.B.",2006,Size,,Medium (20-99),Average,48.4,...,84.7,3.8,40.2,10.2,54.4,37.3,25.2,34.8
"Venezuela, R.B.",2006,Size,,Large (100+),Average,54.2,...,91.4,4.0,41.0,80.8,88.9,40.8,32.5,46.9
"Venezuela, R.B.",2006,Location,,Caracas,Average,35.9,...,90.7,3.9,33.0,29.7,57.8,35.6,31.1,45.5
"Venezuela, R.B.",2006,Location,,Maracay,Average,53.3,...,82.0,2.6,n.a.,n.a.,129.1,49.8,23.2,38.8
"Venezuela, R.B.",2006,Location,,Valencia,Average,23.1,...,75.8,2.3,27.5,19.3,22.7,15.9,6.9,11.8
"Venezuela, R.B.",2006,Exporter Type,,Direct exports are 10% or more of sales,Average,23.7,...,95.8,3.4,n.a.,n.a.,n.a.,43.3,20.7,45.4
"Venezuela, R.B.",2006,Exporter Type,,Non-exporter,Average,33.9,...,84.7,3.3,45.0,31.0,68.1,30.5,22.4,33.6
"Venezuela, R.B.",2010,,,,Average,27.6,...,78.8,3.8,117.2,5.6,58.7,10.6,11.0,23.2
"Venezuela, R.B.",2010,Sector,Manufacturing,All,Average,38.2,...,85.4,3.9,14.3,24.0,57.7,9.3,9.5,20.3
"Venezuela, R.B.",2010,Sector,Manufacturing,Manufacturing,Average,38.2,...,85.4,3.9,14.3,24.0,57.7,9.3,9.5,20.3
"Venezuela, R.B.",2010,Sector,Services,All,Average,26.5,...,78.0,3.8,141.3,2.3,59.1,10.7,11.2,23.5
"Venezuela, R.B.",2010,Sector,Services,Retail,Average,24.7,...,91.5,3.0,78.8,3.4,40.0,12.7,15.4,29.9
"Venezuela, R.B.",2010,Sector,Services,Other Services,Average,28.2,...,64.9,4.8,177.1,2.1,77.8,8.6,6.6,17.4
"Venezuela, R.B.",2010,Size,,Small (5-19),Average,25.2,...,73.4,3.2,48.0,2.6,53.6,8.9,11.8,23.2
"Venezuela, R.B.",2010,Size,,Medium (20-99),Average,34.3,...,94.8,4.8,135.0,n.a.,35.2,8.1,8.9,23.4
"Venezuela, R.B.",2010,Size,,Large (100+),Average,37.2,...,94.7,6.6,381.3,75.4,77.7,37.6,8.2,22.1
"Venezuela, R.B.",2010,Location,,Caracas,Average,25.1,...,83.0,3.5,30.9,2.4,60.9,5.4,5.0,15.4
"Venezuela, R.B.",2010,Location,,Maracay,Average,38.2,...,64.1,3.4,17.3,n.a.,n.a.,2.7,11.5,18.2
"Venezuela, R.B.",2010,Location,,Valencia,Average,28.9,...,75.1,4.4,232.0,19.3,56.2,22.2,20.8,40.7
"Venezuela, R.B.",2010,Exporter Type,,Direct exports are 10% or more of sales,Average,n.a.,...,n.a.,n.a.,n.a.,...,n.a.,n.a.,n.a.,n.a.
"Venezuela, R.B.",2010,Exporter Type,,Non-exporter,Average,27.6,...,78.7,3.8,117.9,5.6,58.7,10.4,11.0,23.1
"Venezuela, R.B.",2010,Gender of Top Manager,,Top manager is female,Average,28.7,...,80.5,2.9,87.5,2.2,n.a.,10.2,17.3,23.7
"Venezuela, R.B.",2010,Gender of Top Manager,,Top manager is male,Average,27.1,...,78.0,4.2,129.1,6.4,61.9,10.8,7.7,23.0
"Venezuela, R.B.",2010,Ownership Type,,Domestic,Average,26.6,...,79.2,3.8,107.5,4.2,57.7,11.3,10.0,19.4
"Venezuela, R.B.",2010,Ownership Type,,10% or more foreign ownership,Average,40.3,...,72.8,3.9,205.8,77.9,61.4,2.8,22.9,69.6
Vietnam,2009,,,,Average,4.6,...,61.1,1.5,15.9,80.8,22.6,6.3,5.3,1.6
Vietnam,2009,Sector,Manufacturing,All,Average,3.2,...,66.4,1.7,18.2,66.9,10.1,5.6,4.7,0.4
Vietnam,2009,Sector,Manufacturing,Food,Average,1.5,...,65.9,2.1,14.5,62.5,11.9,5.3,3.1,0.5
Vietnam,2009,Sector,Manufacturing,Textiles,Average,3.6,...,59.9,1.6,20.2,35.6,12.1,3.5,2.9,0.0
Vietnam,2009,Sector,Manufacturing,Garments,Average,2.5,...,63.2,1.6,11.7,36.9,8.5,3.9,2.0,1.3
Vietnam,2009,Sector,Manufacturing,Non-Metallic Mineral Products,Average,3.0,...,73.6,1.4,33.0,58.7,12.1,2.2,1.3,0.6
Vietnam,2009,Sector,Manufacturing,Fabricated Metal Products,Average,3.3,...,53.5,1.4,25.5,127.0,n.a.,2.3,1.8,1.3
Vietnam,2009,Sector,Manufacturing,Other Manufacturing,Average,3.7,...,68.2,1.7,17.0,68.9,10.0,7.0,6.4,0.1
Vietnam,2009,Sector,Services,All,Average,5.4,...,57.7,1.4,14.4,95.3,30.1,6.8,5.7,2.4
Vietnam,2009,Sector,Services,Retail,Average,2.9,...,63.8,1.4,10.8,30.2,10.8,4.4,7.9,0.8
Vietnam,2009,Sector,Services,Other Services,Average,5.8,...,56.7,1.4,14.8,101.0,31.2,7.2,5.4,2.6
Vietnam,2009,Size,,Medium (20-99),Average,3.1,...,67.8,1.7,17.4,58.8,17.3,5.7,7.3,0.2
Vietnam,2009,Size,,Large (100+),Average,6.5,...,64.1,1.5,20.8,116.5,7.9,15.9,10.6,8.1
Vietnam,2009,Size,,Small (5-19),Average,5.0,...,54.4,1.3,9.8,22.0,53.3,3.0,1.5,0.1
Vietnam,2009,Location,,Central North,Average,2.5,...,93.4,1.5,18.2,67.4,8.5,0.9,5.6,0.0
Vietnam,2009,Location,,Mekong River Delta,Average,1.0,...,64.7,1.4,13.6,27.8,17.3,3.9,8.5,1.0
Vietnam,2009,Location,,Red River Delta,Average,3.4,...,67.9,1.5,17.5,134.3,14.1,9.5,9.1,3.5
Vietnam,2009,Location,,South East,Average,5.9,...,52.5,1.5,16.3,62.6,30.0,4.4,2.3,0.3
Vietnam,2009,Location,,Southern Central Costal,Average,4.7,...,58.7,1.6,8.1,28.6,16.7,10.1,5.1,2.8
Vietnam,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,2.9,...,73.7,1.7,12.5,54.0,9.2,1.8,3.1,0.2
Vietnam,2009,Exporter Type,,Non-exporter,Average,4.8,...,59.1,1.5,16.4,87.5,26.0,7.0,5.7,1.8
Vietnam,2009,Gender of Top Manager,,Top manager is female,Average,7.6,...,63.6,1.7,16.6,53.3,39.2,4.0,7.3,0.4
